,date,District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
266,2021-04-27,Bengaluru Urban,17550.0,687751.0,3899.0,475525.0,206223.0,97.0,6002.0,1.0
267,2021-04-28,Bengaluru Urban,22596.0,710347.0,4530.0,480055.0,224152.0,137.0,6139.0,1.0
268,2021-04-29,Bengaluru Urban,19637.0,729984.0,6128.0,486183.0,237518.0,143.0,6282.0,1.0
269,2021-04-30,Bengaluru Urban,26756.0,756740.0,5123.0,491306.0,259058.0,93.0,6375.0,1.0
270,2021-05-01,Bengaluru Urban,19353.0,776093.0,7256.0,498562.0,270993.0,162.0,6537.0,1.0
271,2021-05-02,Bengaluru Urban,21199.0,797292.0,10361.0,508923.0,281767.0,64.0,6601.0,1.0
272,2021-05-03,Bengaluru Urban,22112.0,819404.0,8847.0,517770.0,294917.0,115.0,6716.0,1.0
273,2021-05-05,Bengaluru Urban,23106.0,863380.0,11343.0,543059.0,313314.0,161.0,7006.0,1.0
274,2021-05-06,Bengaluru Urban,23706.0,887086.0,4149.0,547208.0,332732.0,139.0,7145.0,1.0
275,2021-05-07,Bengaluru Urban,21376.0,908462.0,11784.0,558992.0,341978.0,346.0,7491.0,1.0
276,2021-05-08,Bengaluru Urban,21534.0,929996.0,18473.0,577465.0,344754.0,285.0,7776.0,1.0
277,2021-05-09,Bengaluru Urban,20897.0,950893.0,15000.0,592465.0,350370.0,281.0,8057.0,1.0
278,2021-05-10,Bengaluru Urban,16747.0,967640.0,14289.0,606754.0,352454.0,374.0,8431.0,1.0
279,2021-05-11,Bengaluru Urban,15879.0,983519.0,5378.0,612132.0,362696.0,259.0,8690.0,1.0
280,2021-05-13,Bengaluru Urban,15191.0,1014996.0,16084.0,646305.0,359565.0,161.0,9125.0,1.0
281,2021-05-14,Bengaluru Urban,14316.0,1029312.0,12898.0,659203.0,360862.0,121.0,9246.0,1.0
282,2021-05-15,Bengaluru Urban,13402.0,1042714.0,7379.0,666582.0,366791.0,94.0,9340.0,1.0
283,2021-05-16,Bengaluru Urban,8344.0,1051058.0,13612.0,680194.0,361380.0,143.0,9483.0,1.0
284,2021-05-17,Bengaluru Urban,13338.0,1064396.0,10097.0,690291.0,364382.0,239.0,9722.0,1.0
285,2021-05-18,Bengaluru Urban,8676.0,1073072.0,31795.0,722086.0,340965.0,298.0,10020.0,1.0
286,2021-05-19,Bengaluru Urban,11772.0,1084844.0,29238.0,751324.0,323281.0,218.0,10238.0,1.0
287,2021-05-20,Bengaluru Urban,9409.0,1094253.0,25776.0,777100.0,306625.0,289.0,10527.0,1.0
288,2021-05-21,Bengaluru Urban,9591.0,1103844.0,26956.0,804056.0,289131.0,129.0,10656.0,1.0
289,2021-05-22,Bengaluru Urban,8214.0,1112058.0,36030.0,840086.0,261115.0,200.0,10856.0,1.0
290,2021-05-24,Bengaluru Urban,5701.0,1125253.0,34378.0,886871.0,226868.0,297.0,11513.0,1.0
291,2021-05-25,Bengaluru Urban,6243.0,1131496.0,13210.0,900081.0,219551.0,350.0,11863.0,1.0
292,2021-05-26,Bengaluru Urban,6433.0,1137929.0,18342.0,918423.0,207357.0,285.0,12148.0,1.0
293,2021-05-27,Bengaluru Urban,5949.0,1143878.0,6643.0,925066.0,206390.0,273.0,12421.0,1.0
294,2021-05-28,Bengaluru Urban,5736.0,1149614.0,31237.0,956303.0,180697.0,192.0,12613.0,1.0
295,2021-05-29,Bengaluru Urban,4889.0,1154503.0,21126.0,977429.0,164182.0,278.0,12891.0,1.0
296,2021-05-30,Bengaluru Urban,4734.0,1159237.0,6078.0,983507.0,162625.0,213.0,13104.0,1.0
297,2021-05-31,Bengaluru Urban,3992.0,1163229.0,20332.0,1003839.0,146043.0,242.0,13346.0,1.0
298,2021-06-01,Bengaluru Urban,3418.0,1166647.0,5483.0,1009322.0,143702.0,276.0,13622.0,1.0
299,2021-06-02,Bengaluru Urban,4095.0,1170742.0,8620.0,1017942.0,138870.0,307.0,13929.0,1.0
300,2021-06-03,Bengaluru Urban,3533.0,1174275.0,7672.0,1025614.0,134384.0,347.0,14276.0,1.0
